gene,beta_age,t_mod,p_limma,q_limma,region,rank
203540_at,0.4460391674407229,3.8516949552204895,2.0845555592352956e-4,0.9999951026302508,cb,1
201667_at,0.48106224875644765,3.7175961461906946,3.336860847770079e-4,0.9999951026302508,cb,2
206826_at,0.38873022447323874,3.6685667973670912,3.952524319515437e-4,0.9999951026302508,cb,3
213812_s_at,0.3838685011331058,3.5012477550783587,6.966300628386215e-4,0.9999951026302508,cb,4
203295_s_at,0.3562176136922337,3.404336664190509,9.595692435347871e-4,0.9999951026302508,cb,5
221795_at,0.28277146434164707,3.191039897581179,0.0019006622630569397,0.9999951026302508,cb,6
211600_at,0.32174563112019405,3.066411562243342,0.0027944259467668404,0.9999951026302508,cb,7
202935_s_at,0.24567952362929837,3.0419129940226,0.003010657705089574,0.9999951026302508,cb,8
218723_s_at,0.35385213018112355,2.9989939325147836,0.00342720588180756,0.9999951026302508,cb,9
203381_s_at,0.3413591780382697,2.9749948134336326,0.003682739593290631,0.9999951026302508,cb,10
200648_s_at,0.3348595421271168,2.8888563457278993,0.004751655473569961,0.9999951026302508,cb,11
209047_at,0.2993993176447068,2.8673693831311127,0.005059454093138187,0.9999951026302508,cb,12
221008_s_at,0.2942890579172136,2.794242959207663,0.0062491563110438,0.9999951026302508,cb,13
221796_at,0.2898835735468742,2.7638106883280043,0.0068156744125817,0.9999951026302508,cb,14
203382_s_at,0.2989574364219493,2.762025853929211,0.006850311970833356,0.9999951026302508,cb,15
212226_s_at,0.26733446799880073,2.7440869841165973,0.007207467456394236,0.9999951026302508,cb,16
214279_s_at,0.3274254761803787,2.7322038664752575,0.007453311785503365,0.9999951026302508,cb,17
203296_s_at,0.3409371797896896,2.6992432795062826,0.008175695124589903,0.9999951026302508,cb,18
211962_s_at,0.24725574422377258,2.636655735347896,0.009724867526994127,0.9999951026302508,cb,19
210067_at,0.22069804818113717,2.6327957805685727,0.009828592221560616,0.9999951026302508,cb,20
